num,longitude,latitude,ref
1001A,116.3621,39.8784,N
1002A,116.2202,40.2915,Y
1003A,116.4174,39.9289,N
1004A,116.4072,39.8863,N
1005A,116.462,39.9365,N
1006A,116.3392,39.9295,N
1007A,116.2878,39.9611,N
1008A,116.6636,40.135,N
1009A,116.6275,40.3275,N
1010A,116.2296,40.217,N
1011A,116.3966,39.9821,N
1012A,116.184,39.9136,N
1013A,117.151,39.097,Y
1014A,117.193,39.173,Y
1015A,117.1444,39.1661,N
1016A,117.184,39.1205,Y
1017A,117.237,39.1082,N
1018A,117.202,39.0927,N
1019A,117.1837,39.2133,N
1020A,117.269,39.1337,Y
1021A,117.307,39.0877,N
1022A,117.221,39.06,Y
1023A,117.707,39.0343,N
1024A,117.457,38.8394,N
1025A,117.401,39.124,Y
1026A,117.764,39.1587,N
1027A,117.157,38.9194,Y
1028A,114.5637,38.0549,Y
1029A,114.4422,38.0444,N
1030A,114.6063,38.0266,N
1031A,114.4898,38.1328,N
1032A,114.4586,38.0058,N
1033A,114.5331,38.0178,N
1034A,114.509,38.0457,N
1035A,114.3524,37.8911,Y
1036A,118.1662,39.6308,Y
1037A,118.131,39.6363,N
1038A,118.1725,39.6334,N
1039A,118.2185,39.6679,Y
1040A,118.1705,39.6506,N
1041A,118.1869,39.622,N
1042A,119.5134,39.8207,N
1043A,119.7493,40.0116,N
1044A,119.5897,39.9499,N
1046A,119.5251,39.9041,N
1047A,114.5129,36.61763,N
1048A,114.5302,36.6116,N
1049A,114.4918,36.5713,N
1050A,114.484,36.6133,N
1051A,115.493,38.8632,N
1052A,115.5213,38.8959,N
1053A,115.4713,38.9108,N
1054A,115.4612,38.8416,N
1055A,115.4323,38.8697,N
1056A,115.5086,38.8639,N
1057A,114.8883,40.8336,N
1058A,114.892,40.79481,Y
1059A,114.8687,40.8042,N
1060A,114.8902,40.762,N
1061A,114.8916,40.8661,Y
1062A,117.9531,40.9081,N
1063A,117.9392,40.9763,N
1064A,117.9503,40.928,N
1065A,117.8051,40.9655,N
1066A,117.9268,41.0026,Y
1067A,116.6708,39.5111,N
1068A,116.7214,39.5589,N
1069A,116.715,39.5571,Y
1070A,116.7244,39.5269,N
1071A,116.8842,38.2991,N
1072A,116.8584,38.3254,N
1073A,116.8709,38.3228,N
1074A,115.6838,37.7541,N
1075A,115.6303,37.7316,N
1076A,115.6906,37.739,Y
1077A,114.4704,37.0886,N
1078A,114.5062,37.0349,N
1079A,114.5237,37.0851,N
1080A,114.4725,37.0719,N
1081A,112.5139,37.8873,N
1082A,112.573,37.9103,Y
1083A,112.434,38.0108,Y
1084A,112.469,37.7124,N
1085A,112.5583,37.7394,N
1086A,112.5369,37.8692,N
1087A,112.57,37.8195,N
1088A,112.549,37.9854,N
1089A,112.4701,37.782,N
1090A,111.6507,40.7517,N
1091A,111.6572,40.8033,N
1092A,111.659,40.8452,Y
1093A,111.608,40.8144,Y
1094A,111.7516,40.8369,N
1095A,111.7276,40.8062,N
1096A,111.5512,40.7866,N
1097A,111.717,40.7612,N
1098A,123.6836,41.9339,Y
1099A,123.505,41.7406,N
1100A,123.4231,41.6989,N
1101A,123.284,41.7694,Y
1102A,123.5903,41.8411,N
1103A,123.4264,41.8467,N
1104A,123.4114,41.7653,N
1105A,123.4678,41.7867,N
1106A,123.4017,41.7972,N
1107A,123.3606,41.7806,Y
1108A,123.3783,41.9228,N
1109A,121.612,38.9741,N
1110A,121.565,38.9511,N
1111A,121.5637,38.8845,N
1112A,121.6302,38.9117,N
1113A,121.6251,38.8638,N
1114A,121.5213,38.8661,N
1115A,121.2529,38.8061,N
1116A,121.7485,39.1311,N
1117A,121.7811,39.0496,N
1118A,121.9762,39.0631,N
1119A,125.3325,43.9166,N
1120A,125.2863,43.9027,N
1121A,125.2841,43.8463,N
1122A,125.3716,43.8772,N
1123A,125.3297,43.8805,N
1124A,125.4605,43.79,N
1125A,125.7194,43.515,Y
1126A,125.3863,43.8447,N
1127A,125.245,43.7783,N
1128A,125.1761,43.8325,N
1129A,126.5422,45.755,Y
1130A,126.561,45.8167,N
1131A,126.979,45.5419,N
1132A,126.599,45.7222,N
1133A,126.689,45.7733,N
1134A,126.635,45.7667,N
1135A,126.685,45.7319,N
1136A,126.6411,45.7258,N
1137A,126.593,45.7478,N
1138A,126.615,45.61,N
1139A,126.595,45.9855,N
1140A,126.6206,45.6842,N
1141A,121.4,31.238,N
1142A,121.478,31.2036,N
1143A,121.467,31.3008,N
1144A,121.412,31.1654,N
1145A,121.536,31.2659,N
1146A,120.978,31.0935,Y
1147A,121.425,31.2261,N
1148A,121.703,31.1907,N
1149A,121.533,31.2284,N
1150A,121.577,31.2071,N
1151A,118.8086,32.1065,N
1152A,118.7538,32.0551,N
1153A,118.7794,32.0745,N
1154A,118.7752,32.0023,N
1155A,118.8109,32.0309,N
1156A,118.7997,32.0754,N
1157A,118.6414,32.0931,N
1158A,118.7356,31.9996,N
1159A,118.9125,32.1028,N
1160A,120.561,31.2472,Y
1161A,120.628,31.2864,N
1162A,120.591,31.3019,N
1163A,120.596,31.3264,N
1164A,120.613,31.2703,N
1165A,120.543,31.2994,N
1166A,120.669,31.3097,N
1167A,120.641,31.3708,N
1168A,120.9098,31.9663,N
1169A,120.86,32.0005,N
1170A,120.87,32.02,N
1171A,120.94,31.93,N
1172A,120.81,32.0417,N
1173A,119.176,34.5885,N
1174A,119.141,34.5896,Y
1175A,119.368,34.7507,Y
1176A,119.348,34.6984,Y
1177A,117.179,34.2761,N
1178A,117.1918,34.2384,N
1179A,117.192,34.3083,Y
1180A,117.256,34.2153,N
1181A,117.244,34.2911,N
1182A,117.2933,34.2778,N
1183A,117.166,34.1806,Y
1184A,119.46,32.3878,Y
1185A,119.404,32.41,Y
1186A,119.389,32.3761,N
1187A,119.439,32.4033,Y
1188A,120.269,31.4867,N
1189A,120.275,31.6219,N
1190A,120.294,31.56,N
1191A,120.242,31.5031,N
1192A,120.3489,31.5863,N
1193A,120.354,31.5475,N
1194A,120.245,31.5631,N
1195A,120.299,31.6817,N
1196A,119.9633,31.762,N
1197A,119.933,31.7786,Y
1198A,119.962,31.8089,Y
1199A,120.0393,31.7638,Y
1200A,119.9468,31.7069,N
1201A,119.9255,31.9087,N
1202A,,,N
1203A,119.6707,32.1875,N
1204A,119.4974,32.1968,N
1205A,119.4303,32.1328,N
1206A,119.905,32.4878,N
1207A,119.9189,32.4625,N
1208A,119.882,32.303,Y
1209A,119.888,32.4639,N
1210A,119.036,33.5981,N
1211A,119.007,33.575,N
1212A,118.989,33.6067,N
1213A,119.135,33.5039,N
1214A,119.0186,33.6297,N
1215A,120.118,33.4022,N
1216A,120.156,33.3942,N
1217A,120.129,33.3719,Y
1218A,120.2144,33.38,N
1219A,118.2658,33.96,Y
1220A,118.293,33.9528,N
1221A,118.2442,33.9592,N
1222A,118.3214,33.9506,Y
1223A,120.2072,30.2111,N
1224A,120.0633,30.2747,N
1225A,119.026,29.635,Y
1226A,120.3461,30.3153,N
1227A,120.1269,30.2456,N
1228A,120.1903,30.2692,N
1229A,120.157,30.2897,N
1230A,120.1197,30.3119,N
1231A,120.3019,30.4183,N
1232A,120.2697,30.1819,N
1233A,120.0883,30.1808,N
1234A,121.8358,29.911,N
1235A,121.56,29.82,N
1236A,121.713,29.9572,N
1237A,121.554,29.8906,Y
1238A,121.615,29.9017,Y
1239A,121.633,29.7733,N
1240A,121.5856,29.8635,N
1241A,121.524,29.8674,N
1242A,120.634,28.0089,N
1243A,120.6748,27.9939,N
1244A,120.76,27.9747,N
1245A,120.6709,28.0167,N
1246A,120.598,30.0911,N
1247A,120.6053,29.9928,N
1248A,120.576,30.007,Y
1249A,120.1,30.8867,Y
1250A,120.0751,30.8669,N
1251A,120.093,30.8617,Y
1252A,120.7436,30.778,N
1253A,120.726,30.7478,N
1255A,121.273,28.6459,N
1256A,121.419,28.6542,N
1257A,121.377,28.5773,N
1258A,122.122,30.0203,N
1259A,122.3094,29.9558,N
1260A,122.19,29.9944,N
1261A,119.649,29.1131,N
1262A,119.647,29.077,N
1263A,119.686,29.1029,N
1264A,118.8692,28.9398,N
1265A,118.8709,28.9666,N
1266A,118.8621,28.9808,N
1267A,119.914,28.4514,N
1268A,119.93,28.4586,N
1269A,119.879,28.4231,N
1270A,117.1959,31.7848,N
1271A,117.3072,31.8764,N
1272A,117.2588,31.8707,N
1273A,117.1604,31.9052,Y
1274A,117.25,31.8571,N
1275A,117.266,31.9436,N
1276A,117.336,31.8586,N
1277A,117.3027,31.7964,N
1278A,117.2776,31.7385,N
1279A,117.1318,31.8403,N
1280A,119.3903,26.0543,Y
1281A,119.414,26.0258,N
1282A,119.2681,26.0504,N
1283A,119.2984,26.1028,N
1284A,119.2648,26.0768,N
1285A,119.317,26.0746,N
1286A,118.1608,24.8169,Y
1287A,118.1514,24.4767,N
1288A,118.0661,24.4444,N
1290A,115.8931,28.6843,N
1291A,115.8886,28.7003,N
1292A,115.8126,28.7442,N
1293A,115.973,28.6969,Y
1294A,115.8518,28.687,N
1295A,115.8921,28.6424,N
1296A,115.7423,28.7996,Y
1297A,115.912,28.6131,Y
1298A,115.9314,28.6842,N
1299A,116.9862,36.6114,N
1300A,116.9376,36.665,N
1301A,117.1265,36.6734,N
1302A,116.989,36.6872,Y
1303A,117.0624,36.6868,N
1304A,116.9489,36.6447,N
1305A,117.0495,36.663,N
1306A,116.7675,36.5484,N
1307A,120.6659,36.2403,Y
1308A,120.3905,36.1851,N
1309A,120.3471,36.0699,N
1310A,120.4134,36.0658,N
1311A,120.3664,36.1032,N
1312A,120.2994,36.054,N
1313A,120.4581,36.0858,N
1314A,120.1983,35.9608,N
1315A,120.3999,36.3083,N
1316A,113.69031,34.76122,N
1317A,113.65724,34.77134,N
1318A,113.67526,34.80246,N
1319A,113.56746,34.81334,N
1320A,113.7329,34.7178,N
1321A,113.73961,34.77172,N
1322A,113.60532,34.74838,N
1323A,113.64164,34.7525,N
1324A,113.51488,34.91089,Y
1325A,114.3677,30.5584,N
1326A,114.2529,30.558,N
1327A,114.282,30.6189,N
1328A,114.3025,30.5332,N
1329A,114.3646,30.6217,N
1330A,114.1566,30.4825,N
1331A,114.3014,30.5944,N
1332A,114.3894,30.4822,N
1333A,114.135,30.6319,N
1334A,113.8454,30.2917,Y
1335A,113.0833,28.2325,N
1336A,112.8872,28.2189,N
1337A,113.0792,28.2053,N
1338A,112.9394,28.19,N
1339A,113.0178,28.1322,N
1340A,112.9792,28.2597,N
1341A,113.0014,28.1944,N
1342A,112.9844,28.1178,N
1343A,112.8908,28.1308,N
1344A,112.9581,28.3611,Y
1345A,113.2347,23.1423,N
1346A,113.2612,23.105,N
1348A,113.3478,23.0916,N
1349A,113.4332,23.1047,N
1350A,113.3505,22.9483,N
1351A,113.2146,23.3916,N
1352A,113.2597,23.1331,N
1353A,113.5618,23.312,N
1354A,113.2765,23.1544,N
1355A,113.443,23.3035,Y
1356A,114.1063,22.5545,N
1357A,114.117,22.5625,N
1358A,113.987,22.5417,N
1359A,113.9181,22.5171,N
1360A,114.2458,22.5689,N
1361A,114.2283,22.7244,N
1362A,113.8953,22.5861,N
1363A,114.494,22.5422,N
1364A,114.41,22.6342,N
1365A,114.297,22.5978,N
1366A,114.0678,22.738,N
1367A,113.5814,22.2618,N
1368A,113.4881,22.2335,N
1369A,113.628,22.4251,N
1370A,113.299,22.2281,N
1371A,113.1294,23.0067,N
1372A,113.1083,23.0478,N
1373A,113.144,23.0453,N
1374A,113.2881,22.8094,N
1375A,113.2544,22.7642,N
1376A,112.8383,22.8678,N
1377A,112.8836,23.1588,N
1378A,112.867,23.185,N
1379A,113.3769,22.5211,N
1380A,113.3881,22.5497,N
1381A,113.4075,22.5111,N
1382A,113.4411,22.4853,Y
1383A,113.1064,22.6058,N
1384A,113.0731,22.5835,N
1385A,113.0219,22.5311,N
1386A,113.0828,22.5947,N
1387A,113.7875,23.0457,N
1388A,113.7533,23.0202,N
1389A,113.7547,23.0494,N
1390A,113.7944,23.0128,N
1391A,113.7383,22.9658,N
1392A,114.4183,23.0528,N
1393A,114.4053,23.0822,N
1394A,114.4103,23.1142,N
1395A,114.4645,22.7833,N
1396A,114.5317,22.7422,N
1397A,112.4267,23.0706,N
1398A,112.4645,23.0475,N
1399A,112.5544,23.1522,N
1400A,112.4753,23.1,Y
1401A,108.3103,22.7881,N
1402A,108.3141,22.8528,N
1403A,108.3206,22.8225,N
1404A,108.3829,22.8037,N
1405A,108.4394,22.7904,Y
1406A,108.2397,22.8467,N
1407A,108.3275,22.735,N
1408A,108.2257,22.7757,N
1409A,110.576,19.9507,Y
1410A,110.3232,20.0574,N
1411A,110.283,20.0053,N
1412A,110.338,19.9969,N
1413A,110.33,20.0356,N
1414A,106.3787,29.8279,Y
1415A,106.46,29.5736,Y
1416A,106.4213,29.8253,N
1417A,106.6263,29.7228,N
1418A,106.2953,29.5983,N
1419A,106.5777,29.5102,N
1420A,106.6556,29.6277,N
1421A,106.6349,29.4906,N
1422A,106.3754,29.4572,N
1423A,106.571,29.5642,Y
1424A,106.512,29.5164,Y
1425A,106.6205,29.7166,N
1426A,106.4782,29.4875,N
1427A,106.5616,29.6453,N
1428A,106.4522,29.7091,N
1429A,106.5093,29.3917,N
1430A,106.591,29.4272,Y
1431A,103.9728,30.7236,N
1432A,104.1419,30.6764,N
1433A,104.0594,30.5767,N
1434A,104.1122,30.6306,N
1435A,104.074,30.685,N
1436A,104.026,30.6544,N
1437A,104.0431,30.6556,N
1438A,103.6202,31.0201,Y
1439A,106.6899,26.5998,N
1440A,106.6971,26.5694,N
1441A,106.6243,26.6266,N
1442A,106.7487,26.6343,N
1443A,106.6555,26.4365,N
1444A,106.694,26.5161,N
1445A,106.7109,26.6027,N
1446A,106.7164,26.5699,N
1447A,106.674,26.5424,N
1449A,102.743,25.0124,Y
1450A,102.8204,24.8886,N
1451A,102.6251,24.9608,Y
1452A,102.7252,25.0902,N
1453A,102.7266,25.0375,N
1454A,102.6742,25.0669,N
1455A,102.6644,25.0401,N
1456A,91.1319,29.6514,N
1457A,91.1221,29.6747,N
1458A,91.0874,29.6475,N
1459A,91.1774,29.6541,N
1460A,90.9798,29.6588,N
1461A,91.0834,29.6292,N
1462A,108.882,34.2749,N
1463A,108.993,34.2629,N
1464A,109.06,34.2572,N
1465A,108.9356,34.2173,N
1466A,108.954,34.2713,N
1467A,108.8922,34.2322,N
1468A,108.935,34.3474,N
1469A,108.906,34.1546,N
1470A,109.2,34.6575,N
1471A,109.2186,34.3731,N
1472A,108.869,34.378,Y
1473A,108.985,34.1978,N
1474A,109.051,34.3213,N
1475A,103.7222,36.0812,N
1476A,103.631,36.1031,N
1477A,104.1373,35.9454,Y
1478A,103.8412,36.0726,N
1479A,103.831,36.0464,N
1480A,101.748,36.6428,N
1481A,101.749,36.6922,Y
1482A,101.834,36.5819,N
1483A,101.524,36.6867,Y
1484A,105.9512,38.6016,Y
1485A,106.2682,38.4744,Y
1486A,106.217,38.4536,Y
1487A,106.0715,38.4858,Y
1488A,106.2328,38.4975,N
1489A,106.1358,38.5036,N
1490A,87.5801,43.8303,N
1491A,87.6046,43.768,N
1492A,87.4754,43.9469,Y
1493A,87.5525,43.8711,N
1494A,87.6432,43.831,N
1495A,87.4171,43.8729,N
1496A,87.7216,44.1747,N
1508A,112.9433,27.8614,N
1511A,112.9118,27.8403,N
1512A,112.8937,27.8728,N
1513A,112.9227,27.8159,N
1514A,112.9074,27.9119,N
1515A,113.135,27.8244,N
1518A,113.095,27.8867,N
1519A,113.167,27.8667,N
1520A,113.143,27.8381,N
1524A,113.13,27.8528,N
1552A,106.805,26.3003,Y
1559A,113.251,27.8336,Y
1562A,113.0048,27.9153,N
1564A,112.4876,27.9164,Y
1585A,109.8756,40.6532,N
1586A,109.8104,40.6575,Y
1587A,109.9991,40.5842,N
1588A,109.8538,40.6821,N
1589A,109.8642,40.6288,N
1590A,110.0377,40.5546,N
1591A,110.0023,39.8129,N
1592A,109.9486,39.8261,N
1593A,109.7736,39.5986,N
1594A,109.8119,39.5989,N
1595A,109.9734,39.7884,N
1596A,122.2414,40.6592,N
1597A,122.2703,40.7094,N
1598A,122.215,40.6511,N
1599A,122.167,40.6655,N
1600A,124.3303,40.0625,N
1601A,124.4256,40.1503,N
1602A,124.3933,40.1461,N
1603A,124.3633,40.1092,N
1604A,122.0303,41.1489,N
1605A,122.0485,41.0883,N
1606A,121.8297,41.1028,N
1607A,120.9092,40.7136,N
1608A,120.8392,40.7514,N
1609A,120.8341,40.7073,N
1610A,120.8695,40.7677,N
1611A,118.5819,24.9117,N
1612A,118.5972,24.8978,N
1613A,118.6663,24.9424,N
1614A,118.6117,24.9604,Y
1615A,117.685,36.205,Y
1616A,117.6795,36.229,N
1617A,117.715,36.2081,Y
1618A,118.3429,35.0532,N
1619A,118.295,35.0583,N
1620A,118.2794,34.9976,N
1621A,118.3956,35.0888,N
1622A,116.3032,37.4674,N
1623A,116.2729,37.4504,N
1624A,116.2991,37.4451,N
1625A,115.9848,36.4372,N
1626A,115.9968,36.4568,Y
1627A,115.9835,36.4796,Y
1628A,118.0062,37.3803,N
1629A,118.0018,37.3617,N
1630A,117.9776,37.393,N
1631A,118.0414,36.8103,N
1632A,118.0253,36.8406,N
1633A,117.8525,36.4847,N
1634A,117.9592,36.6331,N
1635A,118.3092,36.8194,N
1636A,117.8661,36.805,N
1637A,117.558,34.8438,N
1638A,117.2852,34.7837,N
1639A,117.5852,34.7745,N
1640A,117.7276,34.5578,N
1641A,117.4518,35.0992,N
1642A,121.2514,37.5639,N
1643A,121.3719,37.5433,N
1644A,121.3181,37.5436,N
1645A,121.4478,37.4822,N
1646A,121.2611,37.4967,N
1647A,121.5953,37.3872,Y
1648A,119.12,36.7019,N
1649A,119.0919,36.7306,Y
1650A,119.1437,36.7023,N
1651A,119.1614,36.6572,Y
1652A,119.1936,36.7729,N
1653A,116.6251,35.4302,N
1654A,116.5856,35.4144,Y
1655A,116.5491,35.4042,N
1656A,117.1437,36.1937,N
1657A,117.0885,36.2017,N
1658A,117.1089,36.1758,N
1659A,119.471,35.4209,N
1660A,119.523,35.4216,N
1661A,119.5587,35.4044,N
1662A,122.1214,37.4236,N
1663A,122.0508,37.5236,N
1664A,122.1067,37.5072,N
1665A,118.5019,37.4658,N
1666A,118.6614,37.4309,N
1667A,118.5857,37.4442,Y
1668A,118.8192,37.3781,Y
1669A,113.5824,24.7733,N
1670A,113.5556,24.8082,N
1671A,113.5917,24.7972,N
1672A,113.6735,24.7791,N
1673A,113.5971,24.6863,N
1674A,116.6794,23.3667,N
1675A,116.7244,23.3633,N
1676A,116.7258,23.2775,N
1677A,116.7519,23.4714,N
1678A,116.6092,23.2539,N
1679A,116.4069,23.2533,N
1680A,110.3539,21.2706,N
1681A,110.3928,21.2228,N
1682A,110.4019,21.1997,N
1683A,110.4111,21.2028,N
1684A,110.3316,21.2679,N
1685A,110.4558,21.2567,N
1686A,111.0286,21.4688,N
1687A,110.9294,21.6533,N
1688A,110.9107,21.6687,N
1689A,110.8592,21.6828,N
1690A,116.1231,24.3284,N
1691A,116.0797,24.2719,N
1692A,116.1248,24.2654,N
1693A,115.3653,22.775,N
1694A,115.3706,22.7898,N
1695A,115.3622,22.7925,N
1696A,114.6778,23.7569,Y
1697A,114.6944,23.7586,N
1698A,114.6892,23.7233,N
1699A,111.9797,21.8593,Y
1700A,111.9508,21.8536,N
1701A,111.9491,21.8658,N
1702A,113.0426,23.691,Y
1703A,113.0208,23.7106,N
1704A,113.0622,23.6272,N
1705A,116.6367,23.6719,Y
1706A,116.6447,23.6706,N
1707A,116.6175,23.6531,N
1708A,116.3701,23.5345,N
1709A,116.3264,23.5443,N
1710A,116.3611,23.5626,N
1711A,116.4151,23.5294,N
1712A,112.0392,22.9169,Y
1713A,112.0369,22.9394,N
1714A,112.0539,22.9539,N
1715A,102.575,24.3711,N
1716A,102.5433,24.3603,N
1717A,102.4964,24.3411,N
1718A,115.4208,35.2464,N
1719A,115.4747,35.2375,N
1720A,115.455,35.27,N
1721A,113.3819,40.1097,Y
1722A,113.2858,40.0958,Y
1723A,113.2994,40.0758,N
1724A,113.3444,40.0917,N
1725A,113.2661,40.1269,N
1726A,113.2711,40.0844,N
1727A,113.1147,36.1547,N
1728A,113.1031,36.1989,N
1729A,113.1466,36.1961,Y
1730A,113.0886,36.2125,N
1731A,113.0844,36.1856,N
1732A,111.5125,36.0978,Y
1733A,111.5531,36.0783,N
1734A,111.5028,36.0714,N
1735A,111.5169,36.0822,N
1736A,111.5018,36.0855,N
1737A,111.4917,36.0417,Y
1738A,113.5758,37.8572,N
1739A,113.4894,37.8731,N
1740A,113.5819,37.8486,N
1741A,113.6292,37.8531,N
1742A,113.5614,37.8703,N
1743A,113.5158,37.8392,N
1744A,118.9233,42.2816,N
1745A,118.9576,42.2728,N
1746A,118.8788,42.2554,N
1747A,119.2719,42.0317,N
1748A,123.044,41.1196,N
1749A,123.011,41.0931,N
1750A,123.0485,41.1442,N
1751A,122.9642,41.0971,N
1752A,122.9341,41.0833,N
